tweet_no	text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
395	Шефът на РЗИ - Враца: Врачани, не спете със софиянци. Има COVID-19! :) Не се прегръщайте и целувайте! Предлагам и ние да бойкотираме врачани!	no	nan	nan	nan	nan	no	no
396	отиваш на Витоша с жената и детето, телефона звъни, Гешев е: още 50 сантиметра вдясно ако обичате! https://t.co/3izHEDH64O	no	nan	nan	nan	nan	no	no
397	Ако се надяваме на оставка 😂 Бойко Борисов: Тежките решения са за COVID-19 и Зелената сделка https://t.co/TxS0UXFG8z	no	nan	nan	nan	nan	no	no
398	Не че дървените глави не ми обясняай, аз по-добре зная ще вдянат идеята - ама все пак го шервам. https://t.co/DwQaWoAvUx	no	nan	nan	nan	nan	no	no
399	Малка инвестиция- сигурна печалба! Не роптай, моля! Карантината е благодат за будните и предприемчивите. https://t.co/kGVXr2O6ah #късразказ #бгстартъпидеи #смях #ЗапискиПоИзвънреднотоПоложение #българскиблогер #забавниразкази #сатира #хумор #българия #коронабългария #COVIDー19	no	nan	nan	nan	nan	no	no
400	Насред кризата с COVID-19 Huawei застава начело при смартфоните https://t.co/kN3pxtkuuy	no	nan	nan	nan	nan	no	no
401	От началото на пандемията 603 са починали от COVID-19 у нас https://t.co/69nWE8TyuI	yes	no	yes	no	no	no	no
402	Ако си мислите, че няма страна, в която няма #COVID19 в момента, жестоко се лъжете. И България далеч не е единствената, в която не се знае кой е донесъл, колко са заразени, колко са го изкарали вече и тн.	no	nan	nan	nan	nan	no	no
403	Отново има заразени с COVID-19 във Варна: Новите заразени с коронавирус за последните двадесет и четири часа са 117. По този начин общия брой на заразените с COVID-19 в България става 3872. Това сочат данните на Единния информационен портал. Във Варна… https://t.co/dSUjoE9urg	yes	no	yes	no	no	no	no
404	Новите техологии в услуга на един по-добър свят, в който с един скеч борд можеш да коментираш по същество както мерките на СО, така и #COVID19 приложенията💙https://t.co/HjdP58UlD3	no	nan	nan	nan	nan	no	no
405	Благодарение на създадения от ЕС хуманитарен въздушен мост, спешни пратки, свързани с #coronavirus ще бъдат транспортирани до най-критичните зони на 🌍. Първият ✈️ на ЕС ще превози 60 хуманитарни работници от различни НПО и 13 тона хуманитарни товари. https://t.co/z1VFxBa2Ul	yes	no	yes	no	no	no	no
406	@igkolev Целта е да пазим другите, а не себе си. https://t.co/k9hliRjnNp	no	nan	nan	nan	nan	no	no
407	Само за ден 512 души в Испания са починали от COVID-19 https://t.co/7i0gjr4cf9	yes	no	yes	no	no	no	no
408	27 милиона души работят пряко или непряко в туристическия сектор в ЕС. Заради пандемията от коронавирус индустрията е силно засегната. ЕП настоява за по-голяма подкрепа на дружествата и работниците в сектора, както и на пътниците: https://t.co/jltpgekWp8 #ЕвропаСрещуCOVID19 https://t.co/yw2DxSFR4u	yes	no	yes	no	no	no	no
409	.@BoykoBorissov представи нови социално-икономически мерки за над 1 милиард лева в отговор на пандемията от COVID-19 https://t.co/3AZgqzOLTj https://t.co/nE8GSb7OuC	yes	no	yes	no	no	no	no
410	В реално време, вместо да следим времето, така се е замътило, че все едно е торнадо 😔https://t.co/Kb0mTtJHnX	no	nan	nan	nan	nan	no	no
411	⅞TV - В „Студио Хъ“ гостува доц. Атанас #Мангъров за предстоящата учебна година и Ковид-истерията https://t.co/VjDSzZL1sK #България #МЗ #НОЩ #коронавирус #училище #здравеопазване #пари #COVID19	no	nan	nan	nan	nan	no	no
412	Ути Бъчваров бил в болница заради COVID-19https://skandal.bg/news/15924674289423/uti-bachvarov-bil-v-bolnitsa-zaradi-covid-19 https://t.co/EhloMdaATa	yes	yes	no	no	no	no	no
413	11 са излекувани от COVID-19 и изписани от болница у нас https://t.co/y21vctxqpQ	yes	no	yes	no	no	no	no
414	#Синдикат #Образование на #учителите към @podkrepa няма да допусне отклоняване на средства към дейности по справяне с #COVID19 @MyFamilyBg https://t.co/seofqsloDh	no	nan	nan	nan	nan	no	no
415	Добри новини от Оксфорд. Резултатите от фаза 1 на изпитванията на ваксина срещу Covid-19 са обнадеждаващи. Долният туит съдържа и линк към изследването. https://t.co/69mqbb1Upx	yes	no	yes	no	yes	no	yes
416	190 са вече лицата, излекувани от COVID-19 в България https://t.co/o5G1G5Y2A4	yes	no	yes	no	no	no	no
417	📢#Esri предоставя безплатен достъп до #ГИС софтуер на студенти. ✔️Програмата #LearnArcGIS има за цел да подпомогне дистанционното обучение на студентите по време на пандемията от #COVID19. ✔️За повече информация: https://t.co/uQ820vVY2Y https://t.co/7FgMPOqDsc	no	nan	nan	nan	nan	no	no
418	Шах и мат зоофоби.) https://t.co/YSz7x3WEF5	no	nan	nan	nan	nan	no	no
419	Обратно към изходната точка. https://t.co/v4ICPbL8J5	no	nan	nan	nan	nan	no	no
420	не носете маски, казват някои. Не и този доктор. Както и други неща казва.. https://t.co/dcyvVb5Sid	no	nan	nan	nan	nan	no	no
421	Нарендра Моди проведе ползотворна дискусия с @eucopresident, н. пр. Шарл Мишел, за това как Индия и Европа могат да си сътрудничат по време на кризата COVID-19, за защита на глобалната система на здравеопазване и подпомагане на глобалното възстановяване на икономиката. https://t.co/aaHsk4PWB9	no	nan	nan	nan	nan	no	no
422	Въпреки че ръстът на инфекцията се задържа нисък, все още всеки може се зарази с COVID-19 и всеки може да го разпространява. Ние намаляваме риска от разпространение на вируса, като не забравяме да прилагаме по-висока хигиена, спазваме безопасна дистанция, събираме се на	no	nan	nan	nan	nan	no	no
423	Фонд „ОБЕДИНЕНИ срещу COVID-19“ отново приема кандидатури. С щедрата подкрепа на 23 дарители ще бъдат предоставени 896 000 лева на болници, общини, малки бизнеси и НПО в помощ на засегнатите от кризата хора. Кандидатствайте до 2⃣7⃣ април https://t.co/jrwdcvlOgY https://t.co/XASqQChq7k	yes	no	yes	no	no	no	no
424	Възстановяване на Европа 👉 днес и утре европейските лидери се срещат, за да търсят 🤝 споразумение по най-добрия възможен възстановителен план за ЕС след кризата с #coronavirus. Предложението накратко 👉 https://t.co/6NbSfLE9LN #EUBudget #NextGenerationEU #EUCO https://t.co/xLDjRg57jD	no	nan	nan	nan	nan	no	no
425	Попадали ли сте на фалшиви новини за #COVID19? Не вярвайте на всичко, което хората споделят! 🇪🇺 Проверете фактите 👉 https://t.co/2CuMZz0KcF Фактите за 🇧🇬 👉 https://t.co/viP52f0GnA https://t.co/e7mwacrwf2	no	nan	nan	nan	nan	no	no
426	Скъпи жълтопаветници, в тези трудни времена е най-важно, НАЙ-ВАЖ-НО, да запазим вярва в цивилизационния си избор, да го подкрепим безусловно, и да не изменяме на либералните му ценности. https://t.co/p9RNxmpAUj	no	nan	nan	nan	nan	no	no
427	Като част от мерките за овладяване на #CoronavirusPandemic ЕС осигурява средства за спешно разработване на ваксини и методи на лечение. Изследвания, финансирани от ЕС за борба с #COVID19 https://t.co/nU9VJszRSG Списък с проекти за борба с коронавируса https://t.co/4qWqnCjPZ6 https://t.co/0Bodq5N7zp	yes	no	yes	no	no	no	no
428	Основното предизвикателство при разработването на руската ваксина срещу Covid-19 е размера на руския микрочип Елбрус. Затова ваксината ще се приема чрез супозитории (анални свещички).	no	nan	nan	nan	nan	no	no
429	Доц. Чорбанов: Няма доказан случай на човек, заразил се повторно с COVID-19 https://t.co/mPItY2zDQc	no	nan	nan	nan	nan	no	no
430	Масови арести след протести заради COVID-ограниченията в Хага https://t.co/iCoigbbQU3	no	nan	nan	nan	nan	no	no
431	ОТ ПЪРВО ЛИЦЕ: Мерките срещу COVID-19 в Китай https://t.co/V9a2orTsT9 via @YouTube	no	nan	nan	nan	nan	no	no
432	Със 146 нараснаха случаите на COVID-19 у нас https://t.co/Au0e4MQIut	yes	no	yes	no	no	no	no
433	Хей, има маршрути за разходка! За понеделник наизуст 🤣 https://t.co/EQQyCS1aTt	no	nan	nan	nan	nan	no	no
434	Изключително важна и интересна статия за едно от възможните лечения на COVID-19 от моя баща, проф. Пламен Кенаров. https://t.co/s3CHRtcoEY	no	nan	nan	nan	nan	no	no
435	Косово показва как изглежда политическата глупост по време на пандемия. https://t.co/ZArWjHj4C2	no	nan	nan	nan	nan	no	nan
436	Превенцията е ЕДИНСТВЕНОТО, което РЕАЛНО можем да направим срещу COVID-19! https://t.co/q0ThTG3CWn via @YouTube	no	nan	nan	nan	nan	no	no
437	Национал на България със силен филм за COVID-19 часове преди Григор Димитров да се разболее! ВИДЕО https://t.co/xGbnFOBMDO https://t.co/y0ymfA7Rel	no	nan	nan	nan	nan	no	no
438	Дистанционната работа на ЕП става все по-интензивна и ефективна. Днес докладвам по три петиции, свързани с #COVID19 в Комисията по петиции @EP_Petitions @Europarl_EN @DolorsMM https://t.co/MxUXC2TSDL	no	nan	nan	nan	nan	no	no
439	Във виртуалната дискусия на тема „Поуките за #Европа след #COVID19. Как #ЕС да бъде по-подготвен за бъдещи подобни предизвикателства” взеха участие членовете на #ЕП Ангел Джамбазки/@djambazki (ЕКР), Асим Адемов (ЕНП) и Петър Витанов (С&amp;Д). @EP_Bulgaria https://t.co/w8C19Kxxds	no	nan	nan	nan	nan	no	no
440	Сезонът в #курорт #Албена приключи #COVID19 @MyFamilyBg https://t.co/AAwOWkeGgE	no	nan	nan	nan	nan	no	no
441	75-годишната габровка пребори covid-19 https://t.co/46FLB9JR2G	no	nan	nan	nan	nan	no	no
442	След Испания, сега и Ирландия... Това трябва да се направи и в България. https://t.co/doDYKDVlRv	no	nan	nan	nan	nan	no	yes
443	След като пандемията от COVID-19 отшуми в студентски град, там отново ще пламне обичайната пандемия от КОВРИ-19.	no	nan	nan	nan	nan	no	no
444	@joannaelmy Има и по тежки случаи от нас.https://t.co/TNZGtm88Da	no	nan	nan	nan	nan	no	no
445	Туитър изтри над 170 хил. профила, част от китайска операция за COVID-19 и Хонконг https://t.co/8qbuULb0QQ	yes	no	yes	yes	yes	no	no
446	Солидарността и единството са в основата на Европейския съюз. На Международния ден на съжителството в мир нека си припомним нашите общи ценности, които ще имат ключово значение за възстановяването на Европа след #COVID19. https://t.co/mTUYtBckdN	no	nan	nan	nan	nan	no	no
447	#COVID19 превърна много професии в рискови заради неизбежния контакт с хора. 👏 На Световния ден за безопасност при работа #SHWDay благодарим на всички продавачи, фармацевти, доставчици и професионалисти, които продължават работа, за да не ни липсват стоки от първа необходимост. https://t.co/GdxGx348A4	no	nan	nan	nan	nan	no	no
448	🎯Чест и отворена комуникация са в основата на успешния екип - Герман Гачевски, CEO и CTO на @TSDServices. Какво сподели с нас за преминалото извънредното положение и неговия eфект: https://t.co/yGnCOEWSjf #Manager, #TechCompany, #IT, #Covid_19, #Team, #SoftwareDevelopment https://t.co/BxaoKNNHuD	no	nan	nan	nan	nan	no	no
449	Отворената платформа за споделяне на научни данни за #coronavirus е част от плана за действие #ERAvsCorona, който насочва всички сили на европейската наука в борбата срещу вируса. 🔟-те точки на плана, иницииран от комисар @GabrielMariya 👇 https://t.co/MP9p8RbkyM	no	nan	nan	nan	nan	no	no
450	Наш Минчо, 78 годишен, сух, слаб като самия Свети Дух, имотен и с персонална пенсия, звъни на близък приятел... https://t.co/StDMrUKkND #късразказ #смях #ЗапискиПоИзвънреднотоПоложение #българскиблогер #забавниразкази #сатира #хумор #българия #коронабългария #COVIDー19	no	nan	nan	nan	nan	no	no
451	For science! Моля, попълнете и(ли поне) споделете. #covidscience https://t.co/rKnfBGpmYp	no	nan	nan	nan	nan	no	no
452	#COVID19 Председателят на Парламента Давид Сасоли ще даде пресконференция след края на сесията днес относно предложенията на ЕП за плана за възстановяване. Гледайте от 14:30 часа българско време: https://t.co/qfFUGuAPLA &amp; https://t.co/N80Rw6i8b8 https://t.co/CuXbX6T4K8	no	nan	nan	nan	nan	no	no
453	Куин и Адам Ламбърт пуснаха COVID-19 вариант на "We Are The Champions" (Видео) - https://t.co/FTF0eudd7d #YouAreTheChampions #Queen + ⁦⁦@adamlambert⁩ https://t.co/vGU1y9Lkbl	no	nan	nan	nan	nan	no	no
454	Глобална дарителска кампания на ЕК Досега са събрани 7.4 млрд. евро за разработване на диагностика, лечение и ваксина за #coronavirus, достъпни за всички Кампанията за набиране на дарения продължава. #UnitedAgainstCoronavirus https://t.co/Vo8nGzQKlp	yes	no	yes	no	no	no	no
455	Днес започва едно невероятно приключение, в което ще участват и много мотивирани и можещи български отбори. Това е паневропейският хакатон срещу COVID-19 - Европа срещу вируса⬇️ https://t.co/jZzxsmIzep #movebg #editbg #euvscrisis #bulgaria #startup #innovation #hackathon #news https://t.co/OMxSu8iw8W	no	nan	nan	nan	nan	no	no
456	Пинк за Covid-19: Най-страшното нещо в живота ми - https://t.co/2H2fA2LNXX	no	nan	nan	nan	nan	no	no
457	Той е Росен. Така го знаят приятелите му. Никой от тях не подозира, че той работи сега, за да има ток в домовете им. Както го правеше и при кризата с COVID-19. Затова за децата си той е супер герой. В ЕЙ И ЕС България работят още 500 супер герои. За да е светло и топло у дома. https://t.co/bssdTPe2bZ	yes	no	yes	no	no	no	no
458	Всички региони на #EU са засегнати от кризата #Coronavirus, заяви зам.-предс. на @EU_Commission по време на #EuranetPlusSummit2020. Финансирането на това възстановяване не може да се осъществи за сметка на най-бедните региони или най-бедните страни. https://t.co/k2HsfqXZRp https://t.co/fuf5N3Zn3d	no	nan	nan	nan	nan	no	no
459	Правителството одобри „Програма за гарантиране на безлихвени кредити в защита на хора, лишени от възможността да полагат труд поради пандемията от COVID-19“ https://t.co/Q9cjRGXIqj https://t.co/LKwYqwMaoz	yes	no	yes	no	no	no	no
460	Стотици се заразиха с COVID-19 в най-голямата германска кланица https://t.co/Q54Y352EK5	yes	no	yes	no	no	yes	no
461	Projections за БГ - с маски и без маски https://t.co/uJhuAaITlU	no	nan	nan	nan	nan	no	no
462	Според последни проучвания, динозаврите са умреле от COVID 19 с придружаващо заболяване - удар с метеорит...	no	nan	nan	nan	nan	no	no
463	Всички контактни лица на положителния за COVID-19 лекар от ЦСМП-Кюстендил са отрицателни https://t.co/ecdkRr3Xcr https://t.co/8lABGnRYDF	yes	no	yes	no	no	no	no
464	В рамките на помощта за борба с пандемията от #coronavirus Полша изпраща транспорт за Италия и Сан Марино с дезинфектанти. #solidarity #EUsolidarity https://t.co/N9eHX3EpqJ	yes	no	yes	no	no	no	no
465	Германците са вече уморени от бедствието Covid 19 https://t.co/fBovwsJHHi	no	nan	nan	nan	nan	no	no
466	Може да видите още истории на европейци, които работят в полза на другите по време на кризата, на специалния ни сайт: https://t.co/pQYGM4nDog #ЕвропаСрещуCOVID19 Защото само заедно можем да се справим с предизвикателствата.	no	nan	nan	nan	nan	no	no
467	Радвам се като малко дете на тая тревичка! Corona garden ще стане Су-пер! Благодарности на @iBushcrafter за съветите! https://t.co/HYgTLL2gN2	no	nan	nan	nan	nan	no	no
468	Когато #Covid19 те залости вкъщи, обръщаш внимание на красотата на собствения си град https://t.co/JXz4y2Dc9m	no	nan	nan	nan	nan	no	no
469	Кой се подиграва с труда на медиците от първа линия в борбата с #COVID19? https://t.co/iQJNz2VINe	no	nan	nan	nan	nan	no	no
470	На днешната дата - 12-и юни, светът отбелязва Международния ден срещу детския труд. Темата тази година е “Covid-19: Повече от всякога е необходимо да защитим децата от експлоатация”. https://t.co/pMJx0tOkDc	no	nan	nan	nan	nan	no	no
471	България е единствената държава в Европа която е в извънредно положение без 1 лев помощ на хората. Но с sms да дарява🤔 😷🇧🇬🇧🇬🇧🇬 #Bulgaria #Europe #CoronaVirus #Covid19 #КоронаВирус #Карантина #България	no	nan	nan	nan	nan	yes	yes
472	Единството ни прави по-силни! Това е основна ценност на ЕС. Трябва да бъдем по-обединени и да се поддържаме повече от всякога. Само сътрудничеството и солидарността могат да победят вируса! #COVID19 #UnitedinSolidarity @EPPGroup https://t.co/WyXqDt7Xlu	no	nan	nan	nan	nan	no	no
473	Много са мераклиите,дори в самата България,да предрекат неразбирателство със С.Македония в преговорния процес за присъединяване към ЕС и как българската страна била слаба и немощна да защити интересите си срещу европодкрепения македонизъм. Азиатски мерак!: https://t.co/K0RSHX5ML9	no	nan	nan	nan	nan	no	no
474	Над 150 000 французи, които временно се намираха в чужбина, се върнаха във Франция благодарение на усилията на стотици служители и доброволци на Министерството на Европа и външните работи, кризисния център, посолствата, консулствата и авиокомпаниите. #Covid19 #коронавирус https://t.co/BAJeJtOkrV	yes	no	yes	no	no	no	no
475	Ами, ако единствения начин да преборим Covid 19 е яденето на шкембе чорба 🤔😱😳😵	no	nan	nan	nan	nan	no	no
476	Като членове на СТБЖП бихме искали да благодарим най - вече на кмета на община Лом, Д-р Георги Гаврилов и на всички останали които помогнаха за осъществяването на това добро дело. Ще преодолеем тези трудни дни заедно! @TCSofyaBE #Covid_19 🇹🇷🇧🇬	no	nan	nan	nan	nan	no	no
477	Известие-разказ: "На 31.03.20г.учени от ТУ Ст.Загора направиха революционно откритие.Изолираха нов щам коронавирус който се влияе от слънчевите лъчи.Става силно вирулентен през нощта.Това налага въвеждане на вечер час за гражданите. Именуван е COVID-19 ST.	no	nan	nan	nan	nan	no	no
478	Подкрепяме усилията на бизнеса в София към контролирана и функционираща среда при продължаващо присъствие на вируса. Документът COVID-19 Safety Checklist на PARA е отворен за още правила от технологичен, административен, социален и медицински характер. https://t.co/V8W7umM25i	no	nan	nan	nan	nan	no	no
479	Китайските власти са крили информация за коронавируса, въпреки, че са знаели добре за опасността от него. #covid19 #CCPVirus #Китай #коронавирус #пандемия https://t.co/AAjnFEA80z	no	nan	nan	nan	nan	yes	yes
480	Работна среща на председателят на ДАЗД за справяне с риска децата да се разболеят от COVID-19 в училищеhttps://t.co/u9AcrSeWSi https://t.co/m2zaZS2vuq	no	nan	nan	nan	nan	no	no
481	Продължаваме да работим за вас! Поради извънредните обстоятелства, информационните центрове EUROPE DIRECT в България работят от вкъщи, за да ви съобщаваме последните европейски новини. #РаботимОтВкъщи #Бъдетездрави #Останетесивкъщи #weareallinthistogether #stayhome #staysafe https://t.co/XLSftpbQGf	no	nan	nan	nan	nan	no	no
482	33 са случаите на COVID-19, потвърдени у нас през последните 24 часа https://t.co/iTxwrJ0Rij	yes	no	yes	no	no	no	no
483	Ще ни затрие липсата на мозък, не някой вирус. 🤦🏻‍♂️ https://t.co/3irUMti8XQ	no	nan	nan	nan	nan	no	no
484	Европейската комисия прие Временна рамка за държавната помощ в условията на COVID-19 https://t.co/ONX864p0GD via @vestnikstroitel	yes	no	yes	no	no	no	no
485	Много хубав протест, ма и да има и да няма оставка, до 7 дни ще приключи. ~ гарантирано от #Covid_19	no	nan	nan	nan	nan	no	no
486	105 са вече пациентите, излекувани от COVID-19 в България https://t.co/BPz4uVfolM	yes	no	yes	no	no	no	no
487	Какво означава първият доказан случай на реинфекция с COVID-19 https://t.co/FSCoAisTnL	no	nan	nan	nan	nan	no	no
488	Май само аз го харесвам тоя симпатяга. Друг въпрос е колко работа върши... https://t.co/kfrBDqUQqT	no	nan	nan	nan	nan	no	no
489	Open-source проект проучва данни, свързани с COVID-19: https://t.co/WUzZlqD6J5 #COVID19, #Django, #Docker, #EBM, #github, #NHS, #OpenSource, #OpenSafely, @UniofOxford, #Python, #TPP, @ZDNet https://t.co/CJdjJFqAHT	no	nan	nan	nan	nan	no	no
490	Бюрото на Програмата Независима @niepodlegla и звездите на 🇵🇱 #музика напомнят👇, че винаги сме #заедно💪🏻и #заеднощесесправим с трудната ситуация❗🎶 #останивкъщи #solidarity 🇵🇱 #EUsolidarity #everythingwillbefine #aalleswirdgut #stayhome #staysafe https://t.co/nw92AkcgwT	no	nan	nan	nan	nan	no	no
491	За една друга, скрита пандемия. https://t.co/bCQlN5O24H	no	nan	nan	nan	nan	no	no
492	Ден пети от живота с COVID. Болният си е добре. Изолиран на теферич, без нищо да му липсва. Не съм сигурна дали да не отворя вратата, за да видя дали няма червен кръст на нея. Щото на входа на блока някой съсед е сложил голям лист, цитирам Корона опасност. https://t.co/TG6c6bT5Mh	no	nan	nan	nan	nan	no	no
493	297 са новите случаи на Covid-19, 10 от тях са в Бургаско https://t.co/IxGgc4YLNw	yes	no	yes	no	no	no	no
494	Май ще се окаже, че нещата са сериозни https://t.co/Q1Fx98Lur5	no	nan	nan	nan	nan	no	no
495	Учени съставиха карта на дезинформациите за COVID-19 https://t.co/uPgm1V1bKX	no	nan	nan	nan	nan	no	no
496	Европейският съюз ще финансира борбата с COVID-19 по програмата ”Хоризонт 2020” https://t.co/xMmKimxZ9E	yes	no	yes	no	no	no	no
497	Взаимната подкрепа ще ни позволи да преживеем този труден период и ще ускори края на кризата, свързана с #COVIDー19 - изказване на зам.-министъра @marcin_przydacz при тържественото поднасяне на даренията с участието на испанския посланик в Полша @SanabriaFJ https://t.co/9cJ3JPLBAE	no	nan	nan	nan	nan	no	no
498	Благодарение на общата кампания на @EU_Commission и @GlblCtzn бяха добавени 6.15 млрд. евро към #GlobalGoalUnite за равен достъп до лечение, диагностика и ваксина за #COVID19! Общата сума вече е почти €16 млрд. Повече на: https://t.co/traAlgnlvW #UnitedAgainstCoronavirus https://t.co/6e4vBk5Bap	yes	no	yes	no	no	no	no
499	„Днес цветята ухаят. Днес цветята танцуват. Днес цветята мечтаят. Днес цветята празнуват...“ Усмихната и цветна Цветница! #цвете #именден #Цветница #Връбница #Apriltsi #nature #holiday #guesthouse #relax #spring #flowers #PalmSunday #StaySafe #StayHome #останивкъщи #Цветницавкъщи https://t.co/qbTWNfRyf1	no	nan	nan	nan	nan	no	no
500	119 са новодиагностицираните с COVID-19 лица през изминалите 24 часа https://t.co/RHWW7AwjPy	yes	no	yes	no	no	no	no
